case,activity,resource,timestamp,Org,Project,Task,Role
885,Request Payment,SYSTEM,2017/11/09 11:56:51.000,organizational unit 65458,project 503,task 3445,UNDEFINED
885,Payment Handled,SYSTEM,2017/11/13 17:30:56.000,organizational unit 65458,project 503,task 3445,UNDEFINED
4311,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/07/23 14:46:37.000,organizational unit 65456,project 147546,UNKNOWN,EMPLOYEE
4311,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/07/23 14:46:47.000,organizational unit 65456,project 147546,UNKNOWN,ADMINISTRATION
4311,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/08/01 12:59:33.000,organizational unit 65456,project 147546,UNKNOWN,SUPERVISOR
4311,Request Payment,SYSTEM,2018/08/20 09:07:09.000,organizational unit 65456,project 147546,UNKNOWN,UNDEFINED
4311,Payment Handled,SYSTEM,2018/08/23 17:31:15.000,organizational unit 65456,project 147546,UNKNOWN,UNDEFINED
5079,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/09/25 17:37:07.000,organizational unit 65456,project 151278,task 180999,EMPLOYEE
5079,Request For Payment REJECTED by ADMINISTRATION,STAFF MEMBER,2018/09/25 17:40:08.000,organizational unit 65456,project 151278,task 180999,ADMINISTRATION
5079,Request For Payment REJECTED by EMPLOYEE,STAFF MEMBER,2018/10/01 15:20:38.000,organizational unit 65456,project 151278,task 180999,EMPLOYEE
5079,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/10/05 09:33:03.000,organizational unit 65456,project 151278,task 180999,EMPLOYEE
5079,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/10/05 09:35:21.000,organizational unit 65456,project 151278,task 180999,ADMINISTRATION
5079,Request For Payment REJECTED by SUPERVISOR,STAFF MEMBER,2018/10/08 12:34:15.000,organizational unit 65456,project 151278,task 180999,SUPERVISOR
5079,Request For Payment REJECTED by EMPLOYEE,STAFF MEMBER,2018/10/11 08:53:48.000,organizational unit 65456,project 151278,task 180999,EMPLOYEE
5079,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/10/11 10:30:16.000,organizational unit 65456,project 151278,task 180999,EMPLOYEE
5079,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/10/11 10:31:05.000,organizational unit 65456,project 151278,task 180999,ADMINISTRATION
5079,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018/10/15 12:55:22.000,organizational unit 65456,project 151278,task 180999,BUDGET OWNER
5079,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/10/18 09:23:20.000,organizational unit 65456,project 151278,task 180999,SUPERVISOR
5079,Request Payment,SYSTEM,2018/10/23 08:36:30.000,organizational unit 65456,project 151278,task 180999,UNDEFINED
5079,Payment Handled,SYSTEM,2018/10/25 17:31:43.000,organizational unit 65456,project 151278,task 180999,UNDEFINED
5067,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/09/25 14:36:03.000,organizational unit 65457,project 151278,task 155676,EMPLOYEE
5067,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/09/25 14:36:12.000,organizational unit 65457,project 151278,task 155676,ADMINISTRATION
5067,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/10/01 14:18:54.000,organizational unit 65457,project 151278,task 155676,SUPERVISOR
5067,Request Payment,SYSTEM,2018/10/01 14:45:27.000,organizational unit 65457,project 151278,task 155676,UNDEFINED
5067,Payment Handled,SYSTEM,2018/10/04 17:31:17.000,organizational unit 65457,project 151278,task 155676,UNDEFINED
4578,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/08/24 13:07:08.000,organizational unit 65462,project 148052,UNKNOWN,EMPLOYEE
4578,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/08/24 13:07:09.000,organizational unit 65462,project 148052,UNKNOWN,ADMINISTRATION
4578,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/08/30 09:41:44.000,organizational unit 65462,project 148052,UNKNOWN,SUPERVISOR
4578,Request Payment,SYSTEM,2018/08/31 08:28:25.000,organizational unit 65462,project 148052,UNKNOWN,UNDEFINED
4578,Payment Handled,SYSTEM,2018/09/03 17:31:14.000,organizational unit 65462,project 148052,UNKNOWN,UNDEFINED
1365,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/01/20 11:10:38.000,organizational unit 65458,project 147649,UNKNOWN,EMPLOYEE
1365,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/01/20 11:12:48.000,organizational unit 65458,project 147649,UNKNOWN,ADMINISTRATION
1365,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018/01/22 13:45:51.000,organizational unit 65458,project 147649,UNKNOWN,BUDGET OWNER
1365,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/01/26 08:37:53.000,organizational unit 65458,project 147649,UNKNOWN,SUPERVISOR
1365,Request Payment,SYSTEM,2018/01/26 09:06:18.000,organizational unit 65458,project 147649,UNKNOWN,UNDEFINED
1365,Payment Handled,SYSTEM,2018/01/29 17:31:11.000,organizational unit 65458,project 147649,UNKNOWN,UNDEFINED
597,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2017/08/29 14:33:02.000,organizational unit 65463,project 503,UNKNOWN,EMPLOYEE
597,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2017/08/29 14:33:29.000,organizational unit 65463,project 503,UNKNOWN,SUPERVISOR
597,Request Payment,SYSTEM,2017/08/31 16:21:02.000,organizational unit 65463,project 503,UNKNOWN,UNDEFINED
597,Payment Handled,SYSTEM,2017/09/04 17:31:24.000,organizational unit 65463,project 503,UNKNOWN,UNDEFINED
6461,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/12/07 10:52:39.000,organizational unit 65461,project 147556,UNKNOWN,EMPLOYEE
6461,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/12/07 10:53:37.000,organizational unit 65461,project 147556,UNKNOWN,ADMINISTRATION
6461,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/12/17 15:46:40.000,organizational unit 65461,project 147556,UNKNOWN,SUPERVISOR
6461,Request Payment,SYSTEM,2018/12/19 11:40:25.000,organizational unit 65461,project 147556,UNKNOWN,UNDEFINED
6461,Payment Handled,SYSTEM,2018/12/20 17:31:30.000,organizational unit 65461,project 147556,UNKNOWN,UNDEFINED
6248,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/11/28 19:57:33.000,organizational unit 65465,project 155217,UNKNOWN,EMPLOYEE
6248,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/11/28 19:57:45.000,organizational unit 65465,project 155217,UNKNOWN,ADMINISTRATION
6248,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/12/02 17:19:44.000,organizational unit 65465,project 155217,UNKNOWN,SUPERVISOR
6248,Request Payment,SYSTEM,2018/12/02 19:57:38.000,organizational unit 65465,project 155217,UNKNOWN,UNDEFINED
6248,Payment Handled,SYSTEM,2018/12/06 17:31:34.000,organizational unit 65465,project 155217,UNKNOWN,UNDEFINED
565,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2017/08/11 10:23:53.000,organizational unit 65463,project 147556,UNKNOWN,EMPLOYEE
565,Request For Payment APPROVED by PRE_APPROVER,STAFF MEMBER,2017/08/11 10:24:17.000,organizational unit 65463,project 147556,UNKNOWN,PRE_APPROVER
565,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2017/08/15 08:43:34.000,organizational unit 65463,project 147556,UNKNOWN,SUPERVISOR
565,Request Payment,SYSTEM,2017/08/24 09:32:50.000,organizational unit 65463,project 147556,UNKNOWN,UNDEFINED
565,Payment Handled,SYSTEM,2017/08/28 17:30:56.000,organizational unit 65463,project 147556,UNKNOWN,UNDEFINED
2373,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/03/20 14:55:58.000,organizational unit 65454,project 147556,UNKNOWN,EMPLOYEE
2373,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/03/20 14:56:14.000,organizational unit 65454,project 147556,UNKNOWN,ADMINISTRATION
2373,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/03/21 08:17:24.000,organizational unit 65454,project 147556,UNKNOWN,SUPERVISOR
2373,Request Payment,SYSTEM,2018/03/22 08:21:06.000,organizational unit 65454,project 147556,UNKNOWN,UNDEFINED
2373,Payment Handled,SYSTEM,2018/03/26 17:31:14.000,organizational unit 65454,project 147556,UNKNOWN,UNDEFINED
4630,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/08/28 11:57:32.000,organizational unit 65458,project 147572,UNKNOWN,EMPLOYEE
4630,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/08/28 11:57:42.000,organizational unit 65458,project 147572,UNKNOWN,ADMINISTRATION
4630,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/08/28 14:47:31.000,organizational unit 65458,project 147572,UNKNOWN,SUPERVISOR
4630,Request Payment,SYSTEM,2018/08/29 08:43:09.000,organizational unit 65458,project 147572,UNKNOWN,UNDEFINED
4630,Payment Handled,SYSTEM,2018/09/03 17:31:14.000,organizational unit 65458,project 147572,UNKNOWN,UNDEFINED
1505,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/01/29 11:06:07.000,organizational unit 65458,project 147701,task 150476,EMPLOYEE
1505,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/01/29 11:06:23.000,organizational unit 65458,project 147701,task 150476,ADMINISTRATION
1505,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/01/29 16:19:47.000,organizational unit 65458,project 147701,task 150476,SUPERVISOR
1505,Request Payment,SYSTEM,2018/01/30 08:46:53.000,organizational unit 65458,project 147701,task 150476,UNDEFINED
1505,Payment Handled,SYSTEM,2018/02/01 17:31:18.000,organizational unit 65458,project 147701,task 150476,UNDEFINED
5385,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/10/12 08:42:01.000,organizational unit 65469,project 147701,UNKNOWN,EMPLOYEE
5385,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/10/12 08:43:12.000,organizational unit 65469,project 147701,UNKNOWN,ADMINISTRATION
5385,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/10/17 13:57:03.000,organizational unit 65469,project 147701,UNKNOWN,SUPERVISOR
5385,Request Payment,SYSTEM,2018/10/22 14:12:54.000,organizational unit 65469,project 147701,UNKNOWN,UNDEFINED
5385,Payment Handled,SYSTEM,2018/10/25 17:31:43.000,organizational unit 65469,project 147701,UNKNOWN,UNDEFINED
4906,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/09/14 16:08:37.000,organizational unit 65482,project 147546,UNKNOWN,EMPLOYEE
4906,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/09/14 16:09:06.000,organizational unit 65482,project 147546,UNKNOWN,ADMINISTRATION
4906,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018/09/20 11:39:39.000,organizational unit 65482,project 147546,UNKNOWN,BUDGET OWNER
4906,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/09/27 05:15:28.000,organizational unit 65482,project 147546,UNKNOWN,SUPERVISOR
4906,Request Payment,SYSTEM,2018/09/27 07:29:57.000,organizational unit 65482,project 147546,UNKNOWN,UNDEFINED
4906,Payment Handled,SYSTEM,2018/10/01 17:31:15.000,organizational unit 65482,project 147546,UNKNOWN,UNDEFINED
2904,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/04/23 13:35:02.000,organizational unit 65476,project 147620,UNKNOWN,EMPLOYEE
2904,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/04/23 13:35:05.000,organizational unit 65476,project 147620,UNKNOWN,ADMINISTRATION
2904,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/04/23 14:23:16.000,organizational unit 65476,project 147620,UNKNOWN,SUPERVISOR
2904,Request Payment,SYSTEM,2018/04/24 08:46:50.000,organizational unit 65476,project 147620,UNKNOWN,UNDEFINED
2904,Payment Handled,SYSTEM,2018/04/26 17:30:55.000,organizational unit 65476,project 147620,UNKNOWN,UNDEFINED
4807,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/09/10 11:11:26.000,organizational unit 65462,project 147843,UNKNOWN,EMPLOYEE
4807,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/09/10 11:11:37.000,organizational unit 65462,project 147843,UNKNOWN,ADMINISTRATION
4807,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018/09/12 11:35:29.000,organizational unit 65462,project 147843,UNKNOWN,BUDGET OWNER
4807,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/09/13 13:14:46.000,organizational unit 65462,project 147843,UNKNOWN,SUPERVISOR
4807,Request Payment,SYSTEM,2018/09/13 13:39:33.000,organizational unit 65462,project 147843,UNKNOWN,UNDEFINED
4807,Payment Handled,SYSTEM,2018/09/17 17:31:15.000,organizational unit 65462,project 147843,UNKNOWN,UNDEFINED
6403,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/12/05 11:40:37.000,organizational unit 65468,project 177167,UNKNOWN,EMPLOYEE
6403,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/12/05 11:40:43.000,organizational unit 65468,project 177167,UNKNOWN,ADMINISTRATION
6403,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018/12/05 14:39:43.000,organizational unit 65468,project 177167,UNKNOWN,BUDGET OWNER
6403,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/12/10 09:48:25.000,organizational unit 65468,project 177167,UNKNOWN,SUPERVISOR
6403,Request Payment,SYSTEM,2018/12/10 09:48:26.000,organizational unit 65468,project 177167,UNKNOWN,UNDEFINED
6403,Payment Handled,SYSTEM,2018/12/13 17:31:08.000,organizational unit 65468,project 177167,UNKNOWN,UNDEFINED
3420,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/06/01 11:06:45.000,organizational unit 65469,project 503,UNKNOWN,EMPLOYEE
3420,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/06/06 10:57:21.000,organizational unit 65469,project 503,UNKNOWN,ADMINISTRATION
3420,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/06/07 13:03:39.000,organizational unit 65469,project 503,UNKNOWN,SUPERVISOR
3420,Request Payment,SYSTEM,2018/06/13 12:02:51.000,organizational unit 65469,project 503,UNKNOWN,UNDEFINED
3420,Payment Handled,SYSTEM,2018/06/14 17:31:33.000,organizational unit 65469,project 503,UNKNOWN,UNDEFINED
203,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2017/03/30 16:27:29.000,organizational unit 65458,project 147546,UNKNOWN,EMPLOYEE
203,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2017/03/30 16:28:55.000,organizational unit 65458,project 147546,UNKNOWN,SUPERVISOR
203,Request Payment,SYSTEM,2017/04/04 15:17:06.000,organizational unit 65458,project 147546,UNKNOWN,UNDEFINED
203,Payment Handled,SYSTEM,2017/04/06 17:31:01.000,organizational unit 65458,project 147546,UNKNOWN,UNDEFINED
4564,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/08/23 17:41:28.000,organizational unit 65465,project 160657,UNKNOWN,EMPLOYEE
4564,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/08/23 17:41:32.000,organizational unit 65465,project 160657,UNKNOWN,ADMINISTRATION
4564,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/08/24 16:52:24.000,organizational unit 65465,project 160657,UNKNOWN,SUPERVISOR
4564,Request Payment,SYSTEM,2018/08/27 09:56:18.000,organizational unit 65465,project 160657,UNKNOWN,UNDEFINED
4564,Payment Handled,SYSTEM,2018/08/30 17:31:14.000,organizational unit 65465,project 160657,UNKNOWN,UNDEFINED
3156,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/05/14 15:23:26.000,organizational unit 65461,project 147701,task 3919,EMPLOYEE
3156,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/05/14 15:29:40.000,organizational unit 65461,project 147701,task 3919,ADMINISTRATION
3156,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018/05/15 11:28:20.000,organizational unit 65461,project 147701,task 3919,BUDGET OWNER
3156,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/05/22 05:15:26.000,organizational unit 65461,project 147701,task 3919,SUPERVISOR
3156,Request Payment,SYSTEM,2018/05/22 11:15:41.000,organizational unit 65461,project 147701,task 3919,UNDEFINED
3156,Payment Handled,SYSTEM,2018/05/24 17:31:08.000,organizational unit 65461,project 147701,task 3919,UNDEFINED
4150,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/07/11 11:15:39.000,organizational unit 65465,project 154852,task 153170,EMPLOYEE
4150,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/07/11 11:15:49.000,organizational unit 65465,project 154852,task 153170,ADMINISTRATION
4150,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/07/11 13:28:31.000,organizational unit 65465,project 154852,task 153170,SUPERVISOR
4150,Request Payment,SYSTEM,2018/07/12 08:25:28.000,organizational unit 65465,project 154852,task 153170,UNDEFINED
4150,Payment Handled,SYSTEM,2018/07/16 17:31:26.000,organizational unit 65465,project 154852,task 153170,UNDEFINED
153,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2017/03/10 12:20:18.000,organizational unit 65458,UNKNOWN,UNKNOWN,EMPLOYEE
153,Request For Payment REJECTED by PRE_APPROVER,STAFF MEMBER,2017/03/10 12:21:11.000,organizational unit 65458,UNKNOWN,UNKNOWN,PRE_APPROVER
153,Request For Payment REJECTED by EMPLOYEE,STAFF MEMBER,2017/03/10 12:22:21.000,organizational unit 65458,UNKNOWN,UNKNOWN,EMPLOYEE
137,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2017/03/03 11:35:58.000,organizational unit 65458,project 503,task 149676,EMPLOYEE
137,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2017/03/03 11:36:05.000,organizational unit 65458,project 503,task 149676,SUPERVISOR
137,Request Payment,SYSTEM,2017/03/03 16:21:01.000,organizational unit 65458,project 503,task 149676,UNDEFINED
137,Payment Handled,SYSTEM,2017/03/13 17:31:05.000,organizational unit 65458,project 503,task 149676,UNDEFINED
2809,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/04/17 15:04:16.000,organizational unit 65468,project 147572,UNKNOWN,EMPLOYEE
2809,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/04/17 15:05:01.000,organizational unit 65468,project 147572,UNKNOWN,ADMINISTRATION
2809,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018/04/18 14:40:44.000,organizational unit 65468,project 147572,UNKNOWN,BUDGET OWNER
2809,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/04/18 15:06:59.000,organizational unit 65468,project 147572,UNKNOWN,SUPERVISOR
2809,Request Payment,SYSTEM,2018/04/19 08:53:49.000,organizational unit 65468,project 147572,UNKNOWN,UNDEFINED
2809,Payment Handled,SYSTEM,2018/04/23 17:31:12.000,organizational unit 65468,project 147572,UNKNOWN,UNDEFINED
6065,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/11/19 21:18:55.000,organizational unit 65461,project 147556,UNKNOWN,EMPLOYEE
6065,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/11/19 21:19:13.000,organizational unit 65461,project 147556,UNKNOWN,ADMINISTRATION
6065,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/11/22 12:10:36.000,organizational unit 65461,project 147556,UNKNOWN,SUPERVISOR
6065,Request Payment,SYSTEM,2018/11/26 13:10:31.000,organizational unit 65461,project 147556,UNKNOWN,UNDEFINED
6065,Payment Handled,SYSTEM,2018/11/29 17:31:20.000,organizational unit 65461,project 147556,UNKNOWN,UNDEFINED
5324,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/10/09 00:48:23.000,organizational unit 65458,project 152803,UNKNOWN,EMPLOYEE
5324,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/10/09 00:53:07.000,organizational unit 65458,project 152803,UNKNOWN,ADMINISTRATION
5324,Request For Payment APPROVED by SUPERVISOR,STAFF MEMBER,2018/10/09 16:32:17.000,organizational unit 65458,project 152803,UNKNOWN,SUPERVISOR
5324,Request For Payment FINAL_APPROVED by DIRECTOR,STAFF MEMBER,2018/10/11 14:16:28.000,organizational unit 65458,project 152803,UNKNOWN,DIRECTOR
5324,Request Payment,SYSTEM,2018/10/11 14:16:29.000,organizational unit 65458,project 152803,UNKNOWN,UNDEFINED
5324,Payment Handled,SYSTEM,2018/10/15 17:31:13.000,organizational unit 65458,project 152803,UNKNOWN,UNDEFINED
5259,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/10/04 21:53:27.000,organizational unit 65477,UNKNOWN,UNKNOWN,EMPLOYEE
5259,Request For Payment REJECTED by ADMINISTRATION,STAFF MEMBER,2018/10/04 22:01:45.000,organizational unit 65477,UNKNOWN,UNKNOWN,ADMINISTRATION
5259,Request For Payment REJECTED by EMPLOYEE,STAFF MEMBER,2018/10/08 16:59:42.000,organizational unit 65477,UNKNOWN,UNKNOWN,EMPLOYEE
4728,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/09/04 14:33:39.000,organizational unit 65468,project 152786,UNKNOWN,EMPLOYEE
4728,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/09/04 14:34:18.000,organizational unit 65468,project 152786,UNKNOWN,ADMINISTRATION
4728,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018/09/04 15:53:49.000,organizational unit 65468,project 152786,UNKNOWN,BUDGET OWNER
4728,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/09/05 15:16:08.000,organizational unit 65468,project 152786,UNKNOWN,SUPERVISOR
4728,Request Payment,SYSTEM,2018/09/06 10:56:40.000,organizational unit 65468,project 152786,UNKNOWN,UNDEFINED
4728,Payment Handled,SYSTEM,2018/09/10 17:31:25.000,organizational unit 65468,project 152786,UNKNOWN,UNDEFINED
3245,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/05/22 15:31:33.000,organizational unit 65463,project 148052,task 165236,EMPLOYEE
3245,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/05/22 15:31:49.000,organizational unit 65463,project 148052,task 165236,ADMINISTRATION
3245,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018/05/24 09:14:55.000,organizational unit 65463,project 148052,task 165236,BUDGET OWNER
3245,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/05/24 21:37:43.000,organizational unit 65463,project 148052,task 165236,SUPERVISOR
3245,Request Payment,SYSTEM,2018/05/29 08:09:10.000,organizational unit 65463,project 148052,task 165236,UNDEFINED
3245,Payment Handled,SYSTEM,2018/05/31 17:31:14.000,organizational unit 65463,project 148052,task 165236,UNDEFINED
1330,Request For Payment SAVED by EMPLOYEE,STAFF MEMBER,2018/01/18 14:20:08.000,organizational unit 65473,UNKNOWN,UNKNOWN,EMPLOYEE
4168,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/07/12 10:37:45.000,organizational unit 65457,project 151278,task 13797,EMPLOYEE
4168,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/07/12 10:37:47.000,organizational unit 65457,project 151278,task 13797,ADMINISTRATION
4168,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/07/12 10:59:09.000,organizational unit 65457,project 151278,task 13797,SUPERVISOR
4168,Request Payment,SYSTEM,2018/07/12 13:26:22.000,organizational unit 65457,project 151278,task 13797,UNDEFINED
4168,Payment Handled,SYSTEM,2018/07/16 17:31:26.000,organizational unit 65457,project 151278,task 13797,UNDEFINED
4385,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/08/01 08:08:14.000,organizational unit 65490,project 149069,UNKNOWN,EMPLOYEE
4385,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/08/01 08:09:32.000,organizational unit 65490,project 149069,UNKNOWN,ADMINISTRATION
4385,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/08/01 08:50:43.000,organizational unit 65490,project 149069,UNKNOWN,SUPERVISOR
4385,Request Payment,SYSTEM,2018/08/02 08:36:40.000,organizational unit 65490,project 149069,UNKNOWN,UNDEFINED
4385,Payment Handled,SYSTEM,2018/08/06 17:31:07.000,organizational unit 65490,project 149069,UNKNOWN,UNDEFINED
2613,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/04/04 22:19:29.000,organizational unit 65468,project 155217,UNKNOWN,EMPLOYEE
2613,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/04/04 22:19:59.000,organizational unit 65468,project 155217,UNKNOWN,ADMINISTRATION
2613,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018/04/05 12:47:46.000,organizational unit 65468,project 155217,UNKNOWN,BUDGET OWNER
2613,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/04/12 05:15:45.000,organizational unit 65468,project 155217,UNKNOWN,SUPERVISOR
2613,Request Payment,SYSTEM,2018/04/17 11:17:33.000,organizational unit 65468,project 155217,UNKNOWN,UNDEFINED
2613,Payment Handled,SYSTEM,2018/04/19 17:31:32.000,organizational unit 65468,project 155217,UNKNOWN,UNDEFINED
3423,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/06/01 12:12:28.000,organizational unit 65463,project 503,UNKNOWN,EMPLOYEE
3423,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/06/01 12:12:41.000,organizational unit 65463,project 503,UNKNOWN,ADMINISTRATION
3423,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/06/04 08:07:00.000,organizational unit 65463,project 503,UNKNOWN,SUPERVISOR
3423,Request Payment,SYSTEM,2018/06/05 08:23:03.000,organizational unit 65463,project 503,UNKNOWN,UNDEFINED
3423,Payment Handled,SYSTEM,2018/06/07 17:31:38.000,organizational unit 65463,project 503,UNKNOWN,UNDEFINED
1278,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/01/16 11:07:07.000,organizational unit 65454,project 148052,task 156719,EMPLOYEE
1278,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/01/16 11:09:03.000,organizational unit 65454,project 148052,task 156719,ADMINISTRATION
1278,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018/01/16 12:03:38.000,organizational unit 65454,project 148052,task 156719,BUDGET OWNER
1278,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/01/16 14:57:08.000,organizational unit 65454,project 148052,task 156719,SUPERVISOR
