case,activity,resource,timestamp,Org,Project,Task,Role
6173,Request Payment,SYSTEM,2018/12/03 11:04:08.000,organizational unit 65482,project 147620,UNKNOWN,UNDEFINED
6173,Payment Handled,SYSTEM,2018/12/06 17:31:34.000,organizational unit 65482,project 147620,UNKNOWN,UNDEFINED
1484,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/01/26 14:41:52.000,organizational unit 65458,project 147546,UNKNOWN,EMPLOYEE
1484,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/01/26 14:42:09.000,organizational unit 65458,project 147546,UNKNOWN,ADMINISTRATION
1484,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/01/29 14:19:39.000,organizational unit 65458,project 147546,UNKNOWN,SUPERVISOR
1484,Request Payment,SYSTEM,2018/02/01 10:10:29.000,organizational unit 65458,project 147546,UNKNOWN,UNDEFINED
1484,Payment Handled,SYSTEM,2018/02/05 17:31:03.000,organizational unit 65458,project 147546,UNKNOWN,UNDEFINED
1302,Request For Payment SAVED by EMPLOYEE,STAFF MEMBER,2018/01/17 10:32:35.000,organizational unit 65463,UNKNOWN,UNKNOWN,EMPLOYEE
6455,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/12/07 08:12:04.000,organizational unit 65454,project 147582,UNKNOWN,EMPLOYEE
6455,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/12/07 08:12:07.000,organizational unit 65454,project 147582,UNKNOWN,ADMINISTRATION
6455,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/12/10 10:03:33.000,organizational unit 65454,project 147582,UNKNOWN,SUPERVISOR
6455,Request Payment,SYSTEM,2018/12/10 10:28:16.000,organizational unit 65454,project 147582,UNKNOWN,UNDEFINED
6455,Payment Handled,SYSTEM,2018/12/13 17:31:08.000,organizational unit 65454,project 147582,UNKNOWN,UNDEFINED
5681,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/10/29 11:43:39.000,organizational unit 65469,project 147620,UNKNOWN,EMPLOYEE
5681,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/10/29 11:43:45.000,organizational unit 65469,project 147620,UNKNOWN,ADMINISTRATION
5681,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/11/02 09:14:35.000,organizational unit 65469,project 147620,UNKNOWN,SUPERVISOR
5681,Request Payment,SYSTEM,2018/11/02 10:43:08.000,organizational unit 65469,project 147620,UNKNOWN,UNDEFINED
5681,Payment Handled,SYSTEM,2018/11/05 17:31:19.000,organizational unit 65469,project 147620,UNKNOWN,UNDEFINED
1,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2017/01/09 09:17:18.000,organizational unit 65463,project 148216,UNKNOWN,EMPLOYEE
1,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2017/01/09 09:18:00.000,organizational unit 65463,project 148216,UNKNOWN,SUPERVISOR
1,Request For Payment REJECTED by MISSING,STAFF MEMBER,2017/01/10 12:42:32.000,organizational unit 65463,project 148216,UNKNOWN,MISSING
1,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2017/03/03 09:51:13.000,organizational unit 65463,project 148216,UNKNOWN,EMPLOYEE
1,Request For Payment APPROVED by PRE_APPROVER,STAFF MEMBER,2017/03/03 09:51:42.000,organizational unit 65463,project 148216,UNKNOWN,PRE_APPROVER
1,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2017/03/06 08:55:50.000,organizational unit 65463,project 148216,UNKNOWN,SUPERVISOR
1,Request Payment,SYSTEM,2017/03/08 11:22:42.000,organizational unit 65463,project 148216,UNKNOWN,UNDEFINED
1,Payment Handled,SYSTEM,2017/03/16 17:31:12.000,organizational unit 65463,project 148216,UNKNOWN,UNDEFINED
1839,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/02/19 11:35:14.000,organizational unit 65465,project 147531,task 153543,EMPLOYEE
1839,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/02/21 18:54:46.000,organizational unit 65465,project 147531,task 153543,ADMINISTRATION
1839,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/02/23 15:47:02.000,organizational unit 65465,project 147531,task 153543,SUPERVISOR
1839,Request Payment,SYSTEM,2018/02/27 07:53:45.000,organizational unit 65465,project 147531,task 153543,UNDEFINED
1839,Payment Handled,SYSTEM,2018/03/01 17:31:26.000,organizational unit 65465,project 147531,task 153543,UNDEFINED
6346,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/12/03 13:28:38.000,organizational unit 65469,project 147546,UNKNOWN,EMPLOYEE
6346,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/12/03 13:28:55.000,organizational unit 65469,project 147546,UNKNOWN,ADMINISTRATION
6346,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/12/03 14:15:52.000,organizational unit 65469,project 147546,UNKNOWN,SUPERVISOR
6346,Request Payment,SYSTEM,2018/12/04 08:56:03.000,organizational unit 65469,project 147546,UNKNOWN,UNDEFINED
6346,Payment Handled,SYSTEM,2018/12/06 17:31:34.000,organizational unit 65469,project 147546,UNKNOWN,UNDEFINED
6522,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/12/10 17:39:41.000,organizational unit 65461,project 147742,UNKNOWN,EMPLOYEE
6522,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/12/10 17:39:43.000,organizational unit 65461,project 147742,UNKNOWN,ADMINISTRATION
6522,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/12/18 10:15:45.000,organizational unit 65461,project 147742,UNKNOWN,SUPERVISOR
6522,Request Payment,SYSTEM,2018/12/19 13:31:08.000,organizational unit 65461,project 147742,UNKNOWN,UNDEFINED
6522,Payment Handled,SYSTEM,2018/12/20 17:31:30.000,organizational unit 65461,project 147742,UNKNOWN,UNDEFINED
6508,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/12/10 14:17:12.000,organizational unit 65457,project 147843,task 184215,EMPLOYEE
6508,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/12/10 14:17:16.000,organizational unit 65457,project 147843,task 184215,ADMINISTRATION
6508,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018/12/12 09:55:50.000,organizational unit 65457,project 147843,task 184215,BUDGET OWNER
6508,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/12/14 12:08:57.000,organizational unit 65457,project 147843,task 184215,SUPERVISOR
6508,Request Payment,SYSTEM,2018/12/14 14:12:49.000,organizational unit 65457,project 147843,task 184215,UNDEFINED
6508,Payment Handled,SYSTEM,2018/12/17 17:31:09.000,organizational unit 65457,project 147843,task 184215,UNDEFINED
3385,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/05/30 11:48:34.000,organizational unit 65462,project 148052,UNKNOWN,EMPLOYEE
3385,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/05/30 11:48:38.000,organizational unit 65462,project 148052,UNKNOWN,ADMINISTRATION
3385,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018/05/31 09:13:09.000,organizational unit 65462,project 148052,UNKNOWN,BUDGET OWNER
3385,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/06/05 10:11:21.000,organizational unit 65462,project 148052,UNKNOWN,SUPERVISOR
3385,Request Payment,SYSTEM,2018/06/06 12:18:40.000,organizational unit 65462,project 148052,UNKNOWN,UNDEFINED
3385,Payment Handled,SYSTEM,2018/06/07 17:31:38.000,organizational unit 65462,project 148052,UNKNOWN,UNDEFINED
5875,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/11/08 09:50:04.000,organizational unit 65468,project 147572,UNKNOWN,EMPLOYEE
5875,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/11/08 09:50:21.000,organizational unit 65468,project 147572,UNKNOWN,ADMINISTRATION
5875,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018/11/13 13:44:55.000,organizational unit 65468,project 147572,UNKNOWN,BUDGET OWNER
5875,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/11/15 10:20:40.000,organizational unit 65468,project 147572,UNKNOWN,SUPERVISOR
5875,Request Payment,SYSTEM,2018/11/15 10:20:41.000,organizational unit 65468,project 147572,UNKNOWN,UNDEFINED
5875,Payment Handled,SYSTEM,2018/11/19 17:31:20.000,organizational unit 65468,project 147572,UNKNOWN,UNDEFINED
5065,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/09/25 14:06:29.000,organizational unit 65458,project 151278,UNKNOWN,EMPLOYEE
5065,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/09/25 14:06:45.000,organizational unit 65458,project 151278,UNKNOWN,ADMINISTRATION
5065,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018/09/27 11:05:14.000,organizational unit 65458,project 151278,UNKNOWN,BUDGET OWNER
5065,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/10/02 10:44:03.000,organizational unit 65458,project 151278,UNKNOWN,SUPERVISOR
5065,Request Payment,SYSTEM,2018/10/30 12:06:26.000,organizational unit 65458,project 151278,UNKNOWN,UNDEFINED
5065,Payment Handled,SYSTEM,2018/11/01 17:31:17.000,organizational unit 65458,project 151278,UNKNOWN,UNDEFINED
1567,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/01/31 10:18:12.000,organizational unit 65462,project 148052,UNKNOWN,EMPLOYEE
1567,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/01/31 10:19:15.000,organizational unit 65462,project 148052,UNKNOWN,ADMINISTRATION
1567,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/02/01 12:26:32.000,organizational unit 65462,project 148052,UNKNOWN,SUPERVISOR
1567,Request Payment,SYSTEM,2018/02/01 13:58:34.000,organizational unit 65462,project 148052,UNKNOWN,UNDEFINED
1567,Payment Handled,SYSTEM,2018/02/05 17:31:03.000,organizational unit 65462,project 148052,UNKNOWN,UNDEFINED
131,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2017/03/02 14:32:27.000,organizational unit 65463,project 503,task 1403,EMPLOYEE
131,Request For Payment APPROVED by PRE_APPROVER,STAFF MEMBER,2017/03/02 14:37:08.000,organizational unit 65463,project 503,task 1403,PRE_APPROVER
131,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2017/03/02 14:37:35.000,organizational unit 65463,project 503,task 1403,SUPERVISOR
131,Request For Payment REJECTED by MISSING,STAFF MEMBER,2017/03/08 11:19:25.000,organizational unit 65463,project 503,task 1403,MISSING
131,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2017/03/08 12:13:44.000,organizational unit 65463,project 503,task 1403,EMPLOYEE
131,Request For Payment APPROVED by PRE_APPROVER,STAFF MEMBER,2017/03/08 12:13:48.000,organizational unit 65463,project 503,task 1403,PRE_APPROVER
131,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2017/03/08 12:15:09.000,organizational unit 65463,project 503,task 1403,SUPERVISOR
131,Request Payment,SYSTEM,2017/03/09 09:05:07.000,organizational unit 65463,project 503,task 1403,UNDEFINED
131,Payment Handled,SYSTEM,2017/03/13 17:31:05.000,organizational unit 65463,project 503,task 1403,UNDEFINED
4551,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/08/23 10:00:35.000,organizational unit 65456,project 147649,UNKNOWN,EMPLOYEE
4551,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/08/23 10:00:41.000,organizational unit 65456,project 147649,UNKNOWN,ADMINISTRATION
4551,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/08/30 09:28:52.000,organizational unit 65456,project 147649,UNKNOWN,SUPERVISOR
4551,Request Payment,SYSTEM,2018/08/30 16:32:51.000,organizational unit 65456,project 147649,UNKNOWN,UNDEFINED
4551,Payment Handled,SYSTEM,2018/09/03 17:31:14.000,organizational unit 65456,project 147649,UNKNOWN,UNDEFINED
6188,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/11/26 15:06:57.000,organizational unit 65462,project 147742,UNKNOWN,EMPLOYEE
6188,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/11/26 15:17:26.000,organizational unit 65462,project 147742,UNKNOWN,ADMINISTRATION
6188,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/12/06 10:28:53.000,organizational unit 65462,project 147742,UNKNOWN,SUPERVISOR
6188,Request Payment,SYSTEM,2018/12/06 14:59:09.000,organizational unit 65462,project 147742,UNKNOWN,UNDEFINED
6188,Payment Handled,SYSTEM,2018/12/10 17:31:28.000,organizational unit 65462,project 147742,UNKNOWN,UNDEFINED
2143,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/03/06 11:46:14.000,organizational unit 65463,project 147556,task 25860,EMPLOYEE
2143,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/03/06 11:46:37.000,organizational unit 65463,project 147556,task 25860,ADMINISTRATION
2143,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/03/07 08:45:44.000,organizational unit 65463,project 147556,task 25860,SUPERVISOR
2143,Request Payment,SYSTEM,2018/03/08 09:54:54.000,organizational unit 65463,project 147556,task 25860,UNDEFINED
2143,Payment Handled,SYSTEM,2018/03/12 17:31:16.000,organizational unit 65463,project 147556,task 25860,UNDEFINED
664,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2017/09/18 17:16:08.000,organizational unit 65463,project 503,UNKNOWN,EMPLOYEE
664,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2017/09/18 17:19:14.000,organizational unit 65463,project 503,UNKNOWN,SUPERVISOR
664,Request Payment,SYSTEM,2017/09/21 08:44:05.000,organizational unit 65463,project 503,UNKNOWN,UNDEFINED
664,Payment Handled,SYSTEM,2017/09/25 17:31:00.000,organizational unit 65463,project 503,UNKNOWN,UNDEFINED
4869,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/09/13 11:46:31.000,organizational unit 65465,project 148681,UNKNOWN,EMPLOYEE
4869,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/09/13 11:47:27.000,organizational unit 65465,project 148681,UNKNOWN,ADMINISTRATION
4869,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/09/14 11:32:36.000,organizational unit 65465,project 148681,UNKNOWN,SUPERVISOR
4869,Request Payment,SYSTEM,2018/09/18 08:42:24.000,organizational unit 65465,project 148681,UNKNOWN,UNDEFINED
4869,Payment Handled,SYSTEM,2018/09/20 17:31:17.000,organizational unit 65465,project 148681,UNKNOWN,UNDEFINED
318,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2017/05/12 14:18:00.000,organizational unit 65458,project 147546,UNKNOWN,EMPLOYEE
318,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2017/05/12 14:23:42.000,organizational unit 65458,project 147546,UNKNOWN,SUPERVISOR
318,Request Payment,SYSTEM,2017/05/16 13:52:50.000,organizational unit 65458,project 147546,UNKNOWN,UNDEFINED
318,Payment Handled,SYSTEM,2017/05/18 17:30:58.000,organizational unit 65458,project 147546,UNKNOWN,UNDEFINED
5262,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/10/05 09:34:36.000,organizational unit 65476,project 147546,UNKNOWN,EMPLOYEE
5262,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/10/05 10:29:28.000,organizational unit 65476,project 147546,UNKNOWN,ADMINISTRATION
5262,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018/10/08 09:28:08.000,organizational unit 65476,project 147546,UNKNOWN,BUDGET OWNER
5262,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/10/09 11:05:49.000,organizational unit 65476,project 147546,UNKNOWN,SUPERVISOR
5262,Request Payment,SYSTEM,2018/10/11 07:56:58.000,organizational unit 65476,project 147546,UNKNOWN,UNDEFINED
5262,Payment Handled,SYSTEM,2018/10/15 17:31:13.000,organizational unit 65476,project 147546,UNKNOWN,UNDEFINED
1764,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/02/12 15:08:23.000,organizational unit 65461,project 147531,task 49912,EMPLOYEE
1764,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/02/13 13:21:23.000,organizational unit 65461,project 147531,task 49912,ADMINISTRATION
1764,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/02/14 08:45:11.000,organizational unit 65461,project 147531,task 49912,SUPERVISOR
1764,Request Payment,SYSTEM,2018/02/15 11:41:55.000,organizational unit 65461,project 147531,task 49912,UNDEFINED
1764,Payment Handled,SYSTEM,2018/02/19 17:31:34.000,organizational unit 65461,project 147531,task 49912,UNDEFINED
2538,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/03/31 11:01:48.000,organizational unit 65469,UNKNOWN,UNKNOWN,EMPLOYEE
2538,Request For Payment REJECTED by ADMINISTRATION,STAFF MEMBER,2018/03/31 11:05:07.000,organizational unit 65469,UNKNOWN,UNKNOWN,ADMINISTRATION
2538,Request For Payment REJECTED by EMPLOYEE,STAFF MEMBER,2018/04/03 13:42:42.000,organizational unit 65469,UNKNOWN,UNKNOWN,EMPLOYEE
6798,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/12/20 08:34:37.000,organizational unit 65463,project 147572,UNKNOWN,EMPLOYEE
6798,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/12/20 08:34:40.000,organizational unit 65463,project 147572,UNKNOWN,ADMINISTRATION
6798,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/12/20 17:54:02.000,organizational unit 65463,project 147572,UNKNOWN,SUPERVISOR
6798,Request Payment,SYSTEM,2019/01/04 20:06:20.000,organizational unit 65463,project 147572,UNKNOWN,UNDEFINED
6798,Payment Handled,SYSTEM,2019/01/10 17:31:09.000,organizational unit 65463,project 147572,UNKNOWN,UNDEFINED
3234,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/05/21 21:59:14.000,organizational unit 65469,project 147649,UNKNOWN,EMPLOYEE
3234,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/05/21 22:00:22.000,organizational unit 65469,project 147649,UNKNOWN,ADMINISTRATION
3234,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018/05/23 15:11:26.000,organizational unit 65469,project 147649,UNKNOWN,BUDGET OWNER
3234,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/05/23 16:58:40.000,organizational unit 65469,project 147649,UNKNOWN,SUPERVISOR
3234,Request Payment,SYSTEM,2018/05/23 16:58:41.000,organizational unit 65469,project 147649,UNKNOWN,UNDEFINED
3234,Payment Handled,SYSTEM,2018/05/24 17:31:08.000,organizational unit 65469,project 147649,UNKNOWN,UNDEFINED
3087,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/05/07 15:55:20.000,organizational unit 65454,project 147556,UNKNOWN,EMPLOYEE
3087,Request For Payment REJECTED by ADMINISTRATION,STAFF MEMBER,2018/05/07 15:56:18.000,organizational unit 65454,project 147556,UNKNOWN,ADMINISTRATION
3087,Request For Payment REJECTED by EMPLOYEE,STAFF MEMBER,2018/05/14 13:35:09.000,organizational unit 65454,project 147556,UNKNOWN,EMPLOYEE
3087,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/05/14 13:38:28.000,organizational unit 65454,project 147556,UNKNOWN,EMPLOYEE
3087,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/05/14 13:38:30.000,organizational unit 65454,project 147556,UNKNOWN,ADMINISTRATION
3087,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/05/14 13:40:35.000,organizational unit 65454,project 147556,UNKNOWN,SUPERVISOR
3087,Request Payment,SYSTEM,2018/05/23 09:21:46.000,organizational unit 65454,project 147556,UNKNOWN,UNDEFINED
3087,Payment Handled,SYSTEM,2018/05/24 17:31:08.000,organizational unit 65454,project 147556,UNKNOWN,UNDEFINED
1715,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/02/07 17:38:34.000,organizational unit 65462,project 147556,UNKNOWN,EMPLOYEE
1715,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/02/07 17:42:47.000,organizational unit 65462,project 147556,UNKNOWN,ADMINISTRATION
1715,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/02/08 10:32:40.000,organizational unit 65462,project 147556,UNKNOWN,SUPERVISOR
1715,Request Payment,SYSTEM,2018/02/13 11:37:53.000,organizational unit 65462,project 147556,UNKNOWN,UNDEFINED
1715,Payment Handled,SYSTEM,2018/02/15 17:31:19.000,organizational unit 65462,project 147556,UNKNOWN,UNDEFINED
5450,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/10/16 11:19:50.000,organizational unit 65461,project 147742,UNKNOWN,EMPLOYEE
5450,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/10/16 11:20:10.000,organizational unit 65461,project 147742,UNKNOWN,ADMINISTRATION
5450,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/10/17 09:12:36.000,organizational unit 65461,project 147742,UNKNOWN,SUPERVISOR
5450,Request Payment,SYSTEM,2018/10/17 09:27:55.000,organizational unit 65461,project 147742,UNKNOWN,UNDEFINED
5450,Payment Handled,SYSTEM,2018/10/18 17:31:18.000,organizational unit 65461,project 147742,UNKNOWN,UNDEFINED
2898,Request For Payment SAVED by EMPLOYEE,STAFF MEMBER,2018/04/23 11:57:17.000,organizational unit 65463,UNKNOWN,UNKNOWN,EMPLOYEE
5344,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/10/09 16:02:45.000,organizational unit 65469,project 147546,UNKNOWN,EMPLOYEE
5344,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/10/09 16:02:47.000,organizational unit 65469,project 147546,UNKNOWN,ADMINISTRATION
5344,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/10/09 16:05:39.000,organizational unit 65469,project 147546,UNKNOWN,SUPERVISOR
5344,Request Payment,SYSTEM,2018/10/12 15:34:43.000,organizational unit 65469,project 147546,UNKNOWN,UNDEFINED
5344,Payment Handled,SYSTEM,2018/10/15 17:31:13.000,organizational unit 65469,project 147546,UNKNOWN,UNDEFINED
235,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2017/04/11 18:03:40.000,organizational unit 65458,project 147546,task 148121,EMPLOYEE
235,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2017/04/11 18:04:19.000,organizational unit 65458,project 147546,task 148121,SUPERVISOR
235,Request Payment,SYSTEM,2017/04/13 14:49:29.000,organizational unit 65458,project 147546,task 148121,UNDEFINED
235,Payment Handled,SYSTEM,2017/04/20 17:31:25.000,organizational unit 65458,project 147546,task 148121,UNDEFINED
40,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2017/01/26 10:18:54.000,organizational unit 65458,project 147546,UNKNOWN,EMPLOYEE
40,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2017/01/26 10:19:03.000,organizational unit 65458,project 147546,UNKNOWN,SUPERVISOR
40,Request Payment,SYSTEM,2017/01/27 12:08:31.000,organizational unit 65458,project 147546,UNKNOWN,UNDEFINED
40,Payment Handled,SYSTEM,2017/01/30 17:31:40.000,organizational unit 65458,project 147546,UNKNOWN,UNDEFINED
39,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2017/01/24 14:41:09.000,organizational unit 65458,project 147582,task 147756,EMPLOYEE
39,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2017/01/24 14:51:06.000,organizational unit 65458,project 147582,task 147756,SUPERVISOR
39,Request Payment,SYSTEM,2017/01/26 13:28:05.000,organizational unit 65458,project 147582,task 147756,UNDEFINED
39,Payment Handled,SYSTEM,2017/01/30 17:31:40.000,organizational unit 65458,project 147582,task 147756,UNDEFINED
2263,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/03/13 13:48:34.000,organizational unit 65465,project 147620,UNKNOWN,EMPLOYEE
2263,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/03/13 13:49:41.000,organizational unit 65465,project 147620,UNKNOWN,ADMINISTRATION
2263,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018/03/14 11:39:41.000,organizational unit 65465,project 147620,UNKNOWN,BUDGET OWNER
2263,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/03/19 14:00:52.000,organizational unit 65465,project 147620,UNKNOWN,SUPERVISOR
2263,Request Payment,SYSTEM,2018/04/04 13:32:33.000,organizational unit 65465,project 147620,UNKNOWN,UNDEFINED
2263,Payment Handled,SYSTEM,2018/04/05 17:30:53.000,organizational unit 65465,project 147620,UNKNOWN,UNDEFINED
4089,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/07/09 09:49:32.000,organizational unit 65458,project 147531,task 147662,EMPLOYEE
4089,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/07/09 09:50:16.000,organizational unit 65458,project 147531,task 147662,ADMINISTRATION
4089,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018/07/09 16:42:30.000,organizational unit 65458,project 147531,task 147662,BUDGET OWNER
4089,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/07/11 18:58:42.000,organizational unit 65458,project 147531,task 147662,SUPERVISOR
4089,Request Payment,SYSTEM,2018/07/31 10:32:52.000,organizational unit 65458,project 147531,task 147662,UNDEFINED
4089,Payment Handled,SYSTEM,2018/08/02 17:31:28.000,organizational unit 65458,project 147531,task 147662,UNDEFINED
3281,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/05/24 11:38:48.000,organizational unit 65458,UNKNOWN,task 150816,EMPLOYEE
3281,Request For Payment REJECTED by ADMINISTRATION,STAFF MEMBER,2018/05/24 11:38:54.000,organizational unit 65458,UNKNOWN,task 150816,ADMINISTRATION
3281,Request For Payment REJECTED by EMPLOYEE,STAFF MEMBER,2018/05/24 11:55:52.000,organizational unit 65458,UNKNOWN,task 150816,EMPLOYEE
1391,Request For Payment SAVED by EMPLOYEE,STAFF MEMBER,2018/01/22 14:16:34.000,organizational unit 65461,UNKNOWN,task 12478,EMPLOYEE
3681,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/06/17 23:22:23.000,organizational unit 65468,project 147582,task 164528,EMPLOYEE
3681,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/06/17 23:23:05.000,organizational unit 65468,project 147582,task 164528,ADMINISTRATION
3681,Request For Payment REJECTED by BUDGET OWNER,STAFF MEMBER,2018/06/18 16:30:51.000,organizational unit 65468,project 147582,task 164528,BUDGET OWNER
3681,Request For Payment REJECTED by EMPLOYEE,STAFF MEMBER,2018/06/19 13:23:42.000,organizational unit 65468,project 147582,task 164528,EMPLOYEE
